contentid,title,contenttypeid,areacode,sigungucode,cat1,cat2,cat3,mapx,mapy,addr1,lDongRegnCd,lDongSignguCd
2702467,전기필불망비,12,32,6,A02,A0205,A02050200,128.0467205827,38.1440567629,강원특별자치도 양구군 국토정중앙면 가오작리,51,800
129026,용화마을,12,32,4,A02,A0203,A02030100,129.3046027265,37.2897076837,강원특별자치도 삼척시 근덕면 용화해변길 23,51,230
2569361,대성산지구 전적비,12,32,17,A02,A0201,A02011000,127.5405935748,38.1775155575,강원특별자치도 화천군 상서면 다목리 산1-1,51,790
2789860,화음동 정사지,12,32,17,A02,A0201,A02010700,127.5137779042,38.0398450169,강원특별자치도 화천군 사내면 화악산로 652,51,790
2774598,거례리사랑나무,12,32,17,A01,A0101,A01010500,127.6885470236,38.0744192401,강원특별자치도 화천군 하남면 거례리 484-2,51,790
2789872,토마토조각공원,12,32,17,A02,A0202,A02020700,127.5210206779,38.0738300758,강원특별자치도 화천군 사내면 수피령로 75,51,790
129029,주문리마을,12,32,1,A02,A0203,A02030100,128.8271158504,37.8928732039,강원특별자치도 강릉시 주문진읍 주문로 102,51,150
125802,소양호(춘천),12,32,13,A01,A0101,A01011700,127.8218442932,37.9451423519,강원특별자치도 춘천시 신북읍 유포리,51,110
125747,춘천호,12,32,13,A01,A0101,A01011700,127.6580192160,37.9825571544,강원특별자치도 춘천시 사북면 원평리,51,110
2710612,효자동낭만골목,12,32,13,A02,A0203,A02030600,127.7275939337,37.8722324057,강원특별자치도 춘천시 효자상길 9,51,110
129416,소양강처녀상,12,32,13,A02,A0205,A02050400,127.7242936044,37.8934354331,강원특별자치도 춘천시 영서로 2675,51,110
1626481,서봉사계곡 마을관리휴양지,12,32,16,A01,A0101,A01010900,128.2174655812,37.7049693693,강원특별자치도 홍천군 서석면 구룡령로 2838,51,720
129262,서강,12,32,8,A01,A0101,A01011800,128.3528790414,37.2155923574,강원특별자치도 영월군 한반도면 옹정리,51,750
2778008,춘천시 수변공원,12,32,13,A02,A0202,A02020700,127.7003019627,37.8725790790,강원특별자치도 춘천시 삼천동 200-9,51,110
128644,춘천김정은가옥,12,32,13,A02,A0201,A02010400,127.7290001690,37.8449717137,강원특별자치도 춘천시 신동면 솟발1길 44,51,110
2714439,안반데기,12,32,1,A02,A0203,A02030100,128.7396598347,37.6225888951,강원특별자치도 강릉시 왕산면 안반데기길 428,51,150
2714198,웰리힐리파크 워터플래닛,12,32,18,A02,A0202,A02020600,128.2431751070,37.4943692317,강원특별자치도 횡성군 둔내면 고원로 451,51,730
125681,지경리해변,12,32,7,A01,A0101,A01011200,128.8032171516,37.9204639845,강원특별자치도 양양군 현남면 동해대로 62,51,830
2792635,켄싱턴 프렌치 가든,12,32,15,A01,A0101,A01010700,128.5978427847,37.6898700479,강원특별자치도 평창군 진부면 진고개로 231,51,760
2798331,[효석문학100리길 1코스] 문학의 길,12,32,15,A01,A0101,A01010500,128.3762625265,37.6063949106,강원특별자치도 평창군 봉평면 애강나무길 14,51,760
125612,계방산(평창),12,32,15,A01,A0101,A01010400,128.4445449860,37.7071512180,강원특별자치도 평창군 용평면 운두령로 1243,51,760
2713392,한반도섬,12,32,6,A01,A0101,A01011300,127.9828295908,38.1306932194,강원특별자치도 양구군 양구읍 한반도섬길 76,51,800
2380945,어답산관광지,12,32,18,A02,A0202,A02020200,128.0572223009,37.5932542885,강원특별자치도 횡성군 갑천면 병지방리,51,730
2786179,마운틴코스터,12,32,15,A02,A0203,A02030400,128.6755125974,37.6303200970,강원특별자치도 평창군 대관령면 올림픽로 715,51,760
2711035,도째비골스카이밸리,12,32,3,A02,A0202,A02020600,129.1191500261,37.5553040418,강원특별자치도 동해시 묵호진동 2-109,51,170
2713273,휘닉스 평창 루지랜드,12,32,15,A02,A0202,A02020600,128.3196434257,37.5801079869,강원특별자치도 평창군 봉평면 태기로 174,51,760
736148,효석문화마을 메밀음식거리,12,32,15,A02,A0203,A02030600,128.3777093419,37.6155688764,강원특별자치도 평창군 봉평면 기풍3길 31,51,760
125764,수타사,12,32,16,A02,A0201,A02010800,127.9592113786,37.6987235582,강원특별자치도 홍천군 영귀미면 수타사로 473,51,720
2513410,삼척해상케이블카,12,32,4,A02,A0203,A02030400,129.3085218382,37.2891439362,강원특별자치도 삼척시 근덕면 삼척로 2154-31,51,230
3532273,소금강,12,32,1,A01,A0101,A01011800,128.7085511391,37.8164769727,강원특별자치도 강릉시 연곡면 소금강길 449,51,150
3068424,가리왕산케이블카,12,32,11,A02,A0203,A02030400,128.6097538017,37.4742535268,강원특별자치도 정선군 북평면 중봉길 41-35,51,770
125652,삼부연폭포 (한탄강 유네스코 세계지질공원),12,32,12,A01,A0101,A01010800,127.3276947350,38.1401993039,강원특별자치도 철원군 갈말읍 신철원리,51,780
3532478,임당생활문화센터,12,32,1,A02,A0203,A02030400,128.8950140061,37.7547682949,강원특별자치도 강릉시 문화의길 6 (임당동),51,150
128159,영월 섶다리 마을,12,32,8,A02,A0201,A02010600,128.3477936655,37.3002602828,강원특별자치도 영월군 주천면 평창강로 262-7,51,750
128375,산속호수마을,12,32,17,A02,A0203,A02030100,127.7900417505,38.1264595181,강원특별자치도 화천군 화천읍 호음로 806,51,790
2774698,강릉아트센터,12,32,1,A02,A0203,A02030400,128.8954273345,37.7716996777,강원특별자치도 강릉시 종합운동장길 84,51,150
125760,상원사(원주),12,32,9,A02,A0201,A02010800,128.0538449366,37.3066290306,강원특별자치도 원주시 신림면 성남로 930,51,130
125768,보현사(강릉),12,32,1,A02,A0201,A02010800,128.7693064482,37.7366262830,강원특별자치도 강릉시 성산면 보현길 396,51,150
2922700,이사부광장,12,32,4,A02,A0202,A02020700,129.1921525959,37.4400854117,강원특별자치도 삼척시 정하동 41-282,51,230
2916001,남애1리해수욕장,12,32,7,A01,A0101,A01011200,128.7891485534,37.9341454568,강원특별자치도 양양군 현남면 화상해안길 245,51,830
2915983,쉬리공원,12,32,12,A02,A0202,A02020700,127.4139447449,38.2478049874,강원특별자치도 철원군 김화읍 호국로 6442,51,780
127583,선달산(영월),12,32,8,A01,A0101,A01010400,128.6704203224,37.1115770050,강원특별자치도 영월군 김삿갓면 내리계곡로 1192-10,51,750
2914353,배후령고개,12,32,13,A01,A0101,A01010400,127.7880797332,37.9775351697,강원특별자치도 춘천시 신북읍 유포리,51,110
2735338,단종대왕비,12,32,14,A02,A0205,A02050200,128.9685876538,37.1271948124,강원특별자치도 태백시 태백산로 4834-31,51,190
2702543,사내골소나무,12,32,14,A01,A0102,A01020100,128.8995016300,37.1447414679,강원특별자치도 태백시 함백산로 274,51,190
2702606,태백 철암역두 선탄시설,12,32,14,A02,A0201,A02010700,129.0360292168,37.1152502628,강원특별자치도 태백시 철암동,51,190
125708,어달해변,12,32,3,A01,A0101,A01011200,129.1193024261,37.5670832421,강원특별자치도 동해시 일출로 284 (어달동),51,170
2716199,비와야폭포,12,32,14,A01,A0101,A01010800,129.0208308308,37.1066648430,강원특별자치도 태백시 양지길 25 (장성동),51,190
2524328,최초석탄발견지탑,12,32,14,A02,A0205,A02050200,128.9984467999,37.1039063943,강원특별자치도 태백시 금천길 36,51,190
1955961,동명서원,12,32,7,A02,A0201,A02010700,128.6297408168,38.1110023752,강원특별자치도 양양군 양양읍 서원길 44-9,51,830
252568,양양향교,12,32,7,A02,A0201,A02010700,128.6060050939,38.0784084806,강원특별자치도 양양군 양양읍 거마천로 52-20,51,830
125685,동산포해변,12,32,7,A01,A0101,A01011200,128.7570277424,37.9821559287,강원특별자치도 양양군 현남면 동산리,51,830
125683,마차진해변,12,32,2,A01,A0101,A01011200,117.9925662504,19.6944274800,강원특별자치도 고성군 현내면 금강산로 416,51,820
2767553,몽토랑 산양목장,12,32,14,A02,A0203,A02030100,128.9641280683,37.1820273198,강원특별자치도 태백시 효자1길 27-2,51,190
1932458,합강정,12,32,10,A02,A0201,A02010700,128.1859432755,38.0773310756,강원특별자치도 인제군 인제읍 설악로 2254,51,810
2717291,바우파머스몰(대관령마켓),12,32,15,A02,A0203,A02030400,128.7066362804,37.6726296948,강원특별자치도 평창군 대관령로 94 대관령 원예농협,51,760
126776,명파해변,12,32,2,A01,A0101,A01011200,128.4053254685,38.5435697967,강원특별자치도 고성군 현내면 명파4길 47,51,820
127826,국지산,12,32,8,A01,A0101,A01010400,128.4652738958,37.1422918044,강원특별자치도 영월군 영월읍 흥월로 229,51,750
127728,원평해수욕장,12,32,4,A01,A0101,A01011200,129.2709520093,37.3204257175,강원특별자치도 삼척시 근덕면 원평길 38-20,51,230
127158,상정바위산,12,32,11,A01,A0101,A01010400,128.7051746989,37.4180840585,강원특별자치도 정선군 북평면 문곡강변길 505,51,770
126754,정선백전리물레방아,12,32,11,A02,A0201,A02010700,128.8980070453,37.2461936704,강원특별자치도 정선군 화암면 백전리,51,770
125690,문암해변,12,32,4,A01,A0101,A01011200,129.2883702491,37.3090051490,강원특별자치도 삼척시 근덕면 초곡길 340,51,230
125687,상맹방해변,12,32,4,A01,A0101,A01011200,129.2122186263,37.4024179175,강원특별자치도 삼척시 근덕면 상맹방길,51,230
125649,내리계곡,12,32,8,A01,A0101,A01010900,128.6719841833,37.1078163555,강원특별자치도 영월군 김삿갓면 내리계곡로,51,750
3426645,황장목숲길,12,32,9,A01,A0101,A01010500,128.0464649475,37.4047758910,강원특별자치도 원주시 소초면 구룡사로 430,51,130
2569346,곡운구곡 (강원평화지역 국가지질공원),12,32,17,A01,A0101,A01010500,127.5545987140,38.0553550770,강원특별자치도 화천군 사내면 물안골길 13,51,790
2465278,국립축산과학원 한우연구소,12,32,15,A02,A0204,A02040800,128.6782466890,37.6884523168,강원특별자치도 평창군 대관령면 경강로 4937,51,760
2913906,하조대전망대,12,32,7,A02,A0205,A02050600,128.7285401922,38.0219924170,강원특별자치도 양양군 현북면 하륜길 54,51,830
252570,양양동해신묘지,12,32,7,A02,A0201,A02010700,128.6376845816,38.1096776836,강원특별자치도 양양군 동해신묘길 34,51,830
789897,도사곡휴양림,12,32,11,A01,A0101,A01010600,128.7956223479,37.2267328283,강원특별자치도 정선군 사북읍 지장천로 436-27,51,770
127900,어성전계곡,12,32,7,A01,A0101,A01010900,128.6724947528,37.9489553596,강원특별자치도 양양군 현북면 어성전길 93-98,51,830
127871,하맹방해변,12,32,4,A01,A0101,A01011200,129.2256954711,37.3935775318,강원특별자치도 삼척시 근덕면 하맹방길,51,230
1955957,구은사,12,32,12,A02,A0201,A02010700,127.4737918063,38.2554690921,강원특별자치도 철원군 근남면 호국로 7003-23,51,780
800375,소금강장천마을,12,32,1,A02,A0203,A02030100,128.7046533398,37.8466261818,강원특별자치도 강릉시 연곡면 진고개로 1502,51,150
129676,금대계곡,12,32,9,A01,A0101,A01010900,128.0401447403,37.2604729903,강원특별자치도 원주시 판부면 치악로 546-22,51,130
129417,세계 평화의종 공원,12,32,17,A02,A0202,A02020700,127.8520835527,38.2102342459,강원특별자치도 화천군 화천읍 평화로 3481-18,51,800
128562,남애어촌체험마을,12,32,7,A02,A0203,A02030100,128.7861179475,37.9445802992,강원특별자치도 양양군 현남면 매바위길 127,51,830
128024,티앤라이프,12,32,16,A02,A0204,A02040800,128.0575590057,37.7588101032,강원특별자치도 홍천군 장평골말길 74-27,51,720
127733,삼척 영경묘,12,32,4,A02,A0201,A02010700,129.0779533073,37.3878475279,강원특별자치도 삼척시 미로면 하사전리,51,230
127730,신남해변,12,32,4,A01,A0101,A01011200,129.3269015147,37.2643860289,강원특별자치도 삼척시 원덕읍 신남길 76-30,51,230
2616514,비래암(강원평화지역국가지질공원),12,32,17,A01,A0102,A01020200,127.5801103308,38.1465143583,강원특별자치도 화천군 상서면 구운리,51,790
2514847,고성 문암리 유적,12,32,2,A02,A0201,A02010700,128.5444286243,38.3047587164,강원특별자치도 고성군 죽왕면 문암진리,51,820
2465460,마평정수장 홍보관,12,32,4,A02,A0204,A02040800,117.9925662504,19.6944274800,강원특별자치도 삼척시 회강길 450 (마평동),51,230
2364047,천곡천연동굴 자연학습체험공원,12,32,3,A01,A0101,A01011900,129.1097548150,37.5174221140,강원특별자치도 동해시 동굴로 50 (천곡동),51,170
125715,교암해변,12,32,2,A01,A0101,A01011200,128.5466038374,38.2916575075,강원특별자치도 고성군 토성면 천학정길 37,51,820
125598,육향산,12,32,4,A01,A0101,A01010400,129.1849950346,37.4357996537,강원특별자치도 삼척시 정상동,51,230
2820765,하고사리역,12,32,4,A02,A0201,A02010700,129.0626801892,37.2798290999,강원특별자치도 삼척시 소달길 12-52,51,230
2714079,청춘양구레포츠공원,12,32,6,A02,A0202,A02020700,127.9828359190,38.1052211879,강원특별자치도 양구군 양구읍 박수근로 366-24,51,800
2707937,물치항,12,32,7,A01,A0101,A01011200,128.6100745409,38.1557190145,강원특별자치도 양양군 강현면 동해대로 3580,51,830
128370,원평 팜스테이,12,32,13,A02,A0203,A02030100,127.6283407415,38.0036291464,강원특별자치도 춘천시 사북면 말고개길 82-35,51,110
125737,소양호(인제),12,32,10,A01,A0101,A01011700,128.0719191733,38.0235684967,강원특별자치도 인제군 남면 신월리,51,810
125625,담터계곡,12,32,12,A01,A0101,A01010900,127.1990171767,38.1559562061,강원특별자치도 철원군 동송읍 상노리,51,780
3454469,아동청소년친화공간 꿈이랑,12,32,5,A02,A0203,A02030400,128.5802092174,38.1995744418,강원특별자치도 속초시 중앙로 33 (교동),51,210
2771373,알파카 체험카페 마추픽추,12,32,15,A02,A0203,A02030400,128.3416277552,37.5733480750,강원특별자치도 평창군 봉평면 태기로 352,51,760
1071342,알펜시아 오션700,12,32,15,A02,A0202,A02020600,128.6907658364,37.6612362616,강원특별자치도 평창군 대관령면 솔봉로 325,51,760
127654,엘리시안 강촌,12,32,13,A02,A0202,A02020200,127.5872746724,37.8283126847,강원특별자치도 춘천시 남산면 북한강변길 688,51,110
126649,궁촌해변(궁촌해수욕장),12,32,4,A01,A0101,A01011200,129.2671938924,37.3243001987,강원특별자치도 삼척시 근덕면 궁촌해변길 65,51,230
3427042,연세대학교 원주박물관,12,32,9,A02,A0201,A02010700,127.9045953627,37.2770741115,강원특별자치도 원주시 흥업면 연세대길 1,51,130
126602,비봉산(양구),12,32,6,A01,A0101,A01010400,128.0046225421,38.1144566351,강원특별자치도 양구군 양구읍 하리,51,800
2713848,수상한마법학교,12,32,1,A02,A0203,A02030400,128.8791661828,37.7305013481,강원특별자치도 강릉시 범일로 476 (내곡동),51,150
127580,사명산,12,32,6,A01,A0101,A01010400,127.9063215077,38.0775562982,강원특별자치도 양구군 양구읍 월명리,51,800
126732,용연동굴 (강원고생대 국가지질공원),12,32,14,A01,A0101,A01011900,128.9418875782,37.2089321328,강원특별자치도 태백시 태백로 283-29,51,190
3453166,원주교육문화관 독도체험관,12,32,9,A02,A0203,A02030400,127.9349487863,37.3517077217,강원특별자치도 원주시 북원로 2312 (단계동),51,130
129454,동명항,12,32,5,A01,A0101,A01011400,128.5998181770,38.2114151114,강원특별자치도 속초시 영금정로 50,51,210
2711056,동해약천온천실버타운,12,32,3,A02,A0202,A02020300,129.0669812828,37.5942068674,강원특별자치도 동해시 석두골길 145,51,170
128780,서상리삼층석탑,12,32,13,A02,A0205,A02050200,127.6995831767,37.9461649460,강원특별자치도 춘천시 서면 서상리,51,110
127303,목우산,12,32,8,A01,A0101,A01010400,128.6939007994,37.1370078636,강원특별자치도 영월군 산솔면 응고개길 169-2,51,750
127284,청대산,12,32,5,A01,A0101,A01010400,128.5711855239,38.1839594168,강원특별자치도 속초시 청대로 207,51,210
126842,이효석문화마을,12,32,15,A02,A0201,A02010600,128.3711100072,37.6132523521,강원특별자치도 평창군 봉평면 원길리,51,760
125597,두타산,12,32,4,A01,A0101,A01010400,129.0218137134,37.3936041065,강원특별자치도 삼척시 하장면 두타로,51,230
125710,임원해변,12,32,4,A01,A0101,A01011200,129.3408348715,37.2231104837,강원특별자치도 삼척시 원덕읍 임원리,51,230
125682,북분리해수욕장,12,32,7,A01,A0101,A01011200,128.7512587183,37.9854221046,강원특별자치도 양양군 현남면 동해대로 972,51,830
125661,십이선녀탕(탕수동계곡),12,32,10,A01,A0101,A01010900,128.3016072954,38.1826932443,강원특별자치도 인제군 북면 십이선녀탕길 83-1,51,810
125650,둔전계곡,12,32,7,A01,A0101,A01010900,128.5506449313,38.1201275561,강원특별자치도 양양군 강현면 둔전리,51,830
1333464,백룡동굴 (강원고생대 국가지질공원),12,32,15,A01,A0101,A01011900,128.5770904015,37.2779144274,강원특별자치도 평창군 미탄면 문희길 63,51,760
125793,만경대,12,32,3,A02,A0201,A02010700,117.9925662504,19.6944274800,강원특별자치도 동해시 공단12로 77 (구호동),51,170
125627,내린천 포트홀 (강원평화지역 국가지질공원),12,32,10,A01,A0101,A01011800,128.2965060925,37.9653962072,강원특별자치도 인제군 기린면 북리,51,810
3042177,영월드초콜릿체험관,12,32,8,A02,A0204,A02040600,128.5366956453,37.1297112692,강원특별자치도 영월군 김삿갓면 영월동로 1131-32,51,750
2775497,순포해변,12,32,1,A01,A0101,A01011200,128.8902985428,37.8193190673,강원특별자치도 강릉시 사천면 해안로 722,51,150
1799724,속초스파랜드,12,32,5,A02,A0202,A02020400,128.5746011552,38.2071873354,강원특별자치도 속초시 미시령로3359번길 20,51,210
128963,삼척 척주동해비 및 평수토찬비,12,32,4,A02,A0205,A02050200,129.1843395402,37.4357135403,강원특별자치도 삼척시 허목길 13-9 (정상동),51,230
3428263,한반도습지 생태문화시설,12,32,8,A02,A0203,A02030400,128.3371827859,37.2306264413,강원특별자치도 영월군 한반도면 안새내길 63-40,51,750
